NC_000911.1	Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
NC_000911.1	CDS	3162738	3164243	SGL_RS16540	sll0033	carotene isomerase	-
NC_000911.1	CDS	3164404	3165591	SGL_RS16545	sll0031	4Fe-4S ferredoxin	-
NC_000911.1	CDS	3166050	3166448	SGL_RS16550	slr0038	hypothetical protein	+
NC_000911.1	CDS	3166607	3167680	SGL_RS16555	slr0039	hypothetical protein	+
NC_000911.1	CDS	3167887	3168801	SGL_RS16560	sll0030	HTH-type transcriptional activator CmpR	-
NC_000911.1	CDS	3169054	3170412	SGL_RS16565	slr0040	bicarbonate-binding protein CmpA	+
NC_000911.1	CDS	3170475	3171317	SGL_RS16570	slr0041	bicarbonate ABC transporter permease	+
NC_000911.1	CDS	3171428	3173158	SGL_RS16575	slr0042	hypothetical protein	+
NC_000911.1	CDS	3173335	3175338	SGL_RS16580	slr0043	bicarbonate transport ATP-binding protein CmpC	+
NC_000911.1	CDS	3175411	3176259	SGL_RS16585	slr0044	bicarbonate transport ATP-binding protein CmpD	+
NC_000911.1	CDS	3176543	3178066	SGL_RS16590	sll0027	NADH-quinone oxidoreductase subunit M	-
NC_000911.1	CDS	3178231	3180135	SGL_RS16595	sll0026	NAD(P)H-quinone oxidoreductase subunit F	-
NC_000911.1	CDS	3180380	3181537	SGL_RS16600	sll0518	hypothetical protein	-
NC_000911.1	CDS	3181708	3182013	SGL_RS16605	sll0517	RNA-binding protein	-
NC_000911.1	CDS	3182315	3183007	SGL_RS16610	slr0525	magnesium protoporphyrin IX methyltransferase	+
NC_000911.1	CDS	3183014	3183796	SGL_RS16615	slr0526	3-methyl-2-oxobutanoate	+
NC_000911.1	CDS	3183873	3184571	SGL_RS16620	slr0527	7-cyano-7-deazaguanine synthase	+
NC_000911.1	CDS	3184733	3186250	SGL_RS16625	slr0528	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,	+
NC_000911.1	CDS	3186379	3188043	SGL_RS16630	sll0514	MBL fold metallo-hydrolase	-
NC_000911.1	CDS	3188483	3189748	SGL_RS16640	slr0529	carbohydrate ABC transporter substrate-binding	+
NC_000911.1	CDS	3189929	3190768	SGL_RS16645	slr0530	sugar ABC transporter permease	+
NC_000911.1	CDS	3190768	3191664	SGL_RS16650	slr0531	carbohydrate ABC transporter permease	+
NC_000911.1	CDS	3191661	3192476	SGL_RS16655	sll0513	phytoene/squalene synthase family protein	-
NC_000911.1	CDS	3192782	3193900	SGL_RS16660	slr0533	sensor histidine kinase	+
NC_000911.1	CDS	3194101	3196542	SGL_RS16665	slr0534	lytic transglycosylase	+
NC_000911.1	CDS	3196783	3198624	SGL_RS16670	slr0535	peptidase S8	+
NC_000911.1	CDS	3198731	3199783	SGL_RS16675	slr0536	uroporphyrinogen decarboxylase	+
NC_000911.1	CDS	3199930	3200838	SGL_RS16680	sll0509	phosphorylase	-
NC_000911.1	CDS	3200940	3201452	SGL_RS16685	sll0508	hypothetical protein	-
NC_000911.1	CDS	3201688	3202689	SGL_RS16690	slr0537	adenosine kinase	+
NC_000911.1	CDS	3202699	3203862	SGL_RS16695	sll0507	magnesium and cobalt transport protein CorA	-
NC_000911.1	CDS	3203994	3204743	SGL_RS16700	sll0506	isoprenyl transferase	-
NC_000911.1	CDS	3204740	3205651	SGL_RS16705	sll0505	TIGR00159 family protein	-
NC_000911.1	CDS	3205694	3207103	SGL_RS16710	sll0504	diaminopimelate decarboxylase	-
NC_000911.1	CDS	3207272	3208696	SGL_RS16715	sll0503	DUF697 domain-containing protein	-
NC_000911.1	CDS	3208698	3210452	SGL_RS16720	sll0502	arginine--tRNA ligase	-
NC_000911.1	CDS	3210650	3211606	SGL_RS16725	sll0501	bactoprenol glucosyl transferase	-
NC_000911.1	CDS	3211808	3212518	SGL_RS16730	slr0541	amidotransferase	+
NC_000911.1	CDS	3212598	3213194	SGL_RS16735	slr0542	ATP-dependent Clp protease proteolytic subunit	+
NC_000911.1	CDS	3213272	3214510	SGL_RS16740	slr0543	tryptophan synthase subunit beta	+
NC_000911.1	CDS	3214581	3217427	SGL_RS16745	sll0499	CHAT domain-containing protein	-
NC_000911.1	CDS	3217855	3218655	SGL_RS16750	slr0544	ABC transporter ATP-binding protein	+
NC_000911.1	CDS	3218679	3219131	SGL_RS16755	sll0498	NINE protein	-
NC_000911.1	CDS	3219158	3219985	SGL_RS16760	sll0497	DUF3598 domain-containing protein	-
NC_000911.1	CDS	3220162	3221106	SGL_RS16765	slr0545	aldo/keto reductase	+
NC_000911.1	CDS	3221251	3222435	SGL_RS16770	sll0496	YjgP/YjgQ family permease	-
NC_000911.1	CDS	3222476	3223864	SGL_RS16775	sll0495	asparagine--tRNA ligase	-
NC_000911.1	tRNA	3224057	3224138	SGL_RS16780	ST6803t37	tRNA-Tyr	+
NC_000911.1	tRNA	3224147	3224218	SGL_RS16785	ST6803t38	tRNA-Thr	+
NC_000911.1	CDS	3224429	3225334	SGL_RS16790	sll0494	hypothetical protein	-
NC_000911.1	CDS	3225628	3226314	SGL_RS16795	sll0493	TrkA family potassium uptake protein	-
NC_000911.1	CDS	3226340	3227266	SGL_RS16800	sll0902	ornithine carbamoyltransferase	-
NC_000911.1	CDS	3227379	3227909	SGL_RS16805	sll0901	5-(carboxyamino)imidazole ribonucleotide mutase	-
NC_000911.1	CDS	3228010	3228375	SGL_RS16810	slr0925	Single-stranded DNA-binding protein 1	+
NC_000911.1	CDS	3228463	3228693	SGL_RS16815	SGL_RS16815	hypothetical protein	+
NC_000911.1	CDS	3228712	3229590	SGL_RS16820	slr0926	4-hydroxybenzoate octaprenyltransferase	+
NC_000911.1	CDS	3229780	3230838	SGL_RS16825	slr0927	photosystem II D2 protein	+
NC_000911.1	CDS	3230963	3231550	SGL_RS16830	slr0929	ParA family protein	+
NC_000911.1	CDS	3231569	3232879	SGL_RS16835	slr0930	DUF815 domain-containing protein	+
NC_000911.1	CDS	3232902	3233180	SGL_RS16840	ssr1558	UPF0016 domain-containing protein	+
NC_000911.1	CDS	3233177	3233809	SGL_RS16845	sll0900	ATP phosphoribosyltransferase	-
NC_000911.1	CDS	3233816	3235186	SGL_RS16850	sll0899	bifunctional N-acetylglucosamine-1-phosphate	-
NC_000911.1	CDS	3235438	3235680	SGL_RS16855	ssr1562	DUF4327 domain-containing protein	+
NC_000911.1	CDS	3235746	3236855	SGL_RS16860	sll0898	ribosome small subunit-dependent GTPase	-
NC_000911.1	CDS	3236874	3237128	SGL_RS16865	ssl1707	sulfurtransferase TusA family protein	-
NC_000911.1	CDS	3237125	3238258	SGL_RS16870	sll0897	molecular chaperone DnaJ	-
NC_000911.1	CDS	3238365	3238868	SGL_RS16875	sll0896	crossover junction endodeoxyribonuclease RuvC	-
NC_000911.1	CDS	3238873	3239748	SGL_RS16880	sll0895	3'(2'),5'-bisphosphate nucleotidase CysQ	-
NC_000911.1	CDS	3239915	3240133	SGL_RS16885	SGL_RS16885	hypothetical protein	+
NC_000911.1	CDS	3240181	3241068	SGL_RS16890	slr0546	indole-3-glycerol-phosphate synthase	+
NC_000911.1	CDS	3241089	3242714	SGL_RS16895	sll0537	ammonium transporter	-
NC_000911.1	CDS	3242711	3243781	SGL_RS16900	sll0536	potassium channel protein	-
NC_000911.1	CDS	3244079	3245416	SGL_RS16905	sll0535	ATP-dependent Clp protease ATP-binding subunit	-
NC_000911.1	CDS	3245421	3246101	SGL_RS16910	sll0534	ATP-dependent Clp protease proteolytic subunit	-
NC_000911.1	CDS	3246401	3247816	SGL_RS16915	sll0533	trigger factor	-
NC_000911.1	CDS	3248310	3249326	SGL_RS16920	slr0549	aspartate-semialdehyde dehydrogenase	+
NC_000911.1	CDS	3249386	3250291	SGL_RS16925	slr0550	4-hydroxy-tetrahydrodipicolinate synthase	+
NC_000911.1	CDS	3250985	3252907	SGL_RS16930	slr0551	ribonuclease J	+
NC_000911.1	CDS	3252992	3253726	SGL_RS16935	slr0552	hypothetical protein	+
NC_000911.1	CDS	3253809	3254414	SGL_RS16940	slr0553	dephospho-CoA kinase	+
NC_000911.1	CDS	3254560	3257670	SGL_RS16945	slr0554	DUF3854 domain-containing protein	+
NC_000911.1	CDS	3257692	3259887	SGL_RS16950	sll0529	phosphoketolase	-
NC_000911.1	CDS	3260137	3261276	SGL_RS16955	sll0528	zinc metalloprotease	-
NC_000911.1	CDS	3261406	3262062	SGL_RS16960	slr0556	YggS family pyridoxal phosphate enzyme	+
NC_000911.1	CDS	3262064	3262459	SGL_RS16965	sll0525	type II toxin-antitoxin system VapC family	-
NC_000911.1	CDS	3262471	3262749	SGL_RS16970	ssl1004	type II toxin-antitoxin system Phd/YefM family	-
NC_000911.1	CDS	3262819	3264162	SGL_RS16975	sll0524	hypothetical protein	-
NC_000911.1	CDS	3264290	3267022	SGL_RS16980	slr0557	valine--tRNA ligase	+
NC_000911.1	CDS	3267244	3267555	SGL_RS16985	sll0522	NAD(P)H-quinone oxidoreductase subunit 4L	-
NC_000911.1	CDS	3267695	3268291	SGL_RS16990	sll0521	NAD(P)H-quinone oxidoreductase chain 6	-
NC_000911.1	CDS	3268386	3268967	SGL_RS16995	sll0520	NAD(P)H-quinone oxidoreductase subunit I	-
NC_000911.1	CDS	3269078	3270196	SGL_RS17000	sll0519	NAD(P)H-quinone oxidoreductase subunit 1	-
NC_000911.1	CDS	3270451	3271596	SGL_RS17005	slr1418	dihydroorotate dehydrogenase (quinone)	+
NC_000911.1	CDS	3271699	3272178	SGL_RS17010	slr1419	cysteine desulfuration protein SufE	+
NC_000911.1	CDS	3272165	3273442	SGL_RS17015	slr1420	hypothetical protein	+
NC_000911.1	CDS	3273509	3273664	SGL_RS17020	SGL_RS17020	type II toxin-antitoxin system HicB family	+
NC_000911.1	CDS	3273693	3274016	SGL_RS17025	slr1421	DUF4258 domain-containing protein	+
NC_000911.1	CDS	3274013	3274231	SGL_RS17030	SGL_RS17030	hypothetical protein	+
NC_000911.1	CDS	3274546	3275307	SGL_RS17035	sll1344	hypothetical protein	-
NC_000911.1	CDS	3275314	3277923	SGL_RS17040	sll1343	DUF3458 domain-containing protein	-
NC_000911.1	CDS	3278122	3279135	SGL_RS17045	sll1342	type I glyceraldehyde-3-phosphate dehydrogenase	-
NC_000911.1	CDS	3279390	3280907	SGL_RS17050	slr1423	UDP-N-acetylmuramate--L-alanine ligase	+
NC_000911.1	CDS	3280979	3281932	SGL_RS17055	slr1424	UDP-N-acetylenolpyruvoylglucosamine reductase	+
NC_000911.1	CDS	3281954	3282307	SGL_RS17060	slr1425	hypothetical protein	+
NC_000911.1	CDS	3282442	3282912	SGL_RS17065	sll1341	bacterioferritin	-
NC_000911.1	CDS	3283104	3283352	SGL_RS17070	sll1340	DUF3146 domain-containing protein	-
NC_000911.1	CDS	3283575	3284165	SGL_RS17075	slr1426	recombination protein RecR	+
NC_000911.1	CDS	3284283	3284846	SGL_RS17080	sll1338	hypothetical protein	-
NC_000911.1	CDS	3285051	3287168	SGL_RS17085	sll1336	fused N-dimethylarginine	-
NC_000911.1	CDS	3287354	3289264	SGL_RS17090	slr1428	hypothetical protein	+
NC_000911.1	CDS	3289256	3290785	SGL_RS17095	sll1334	hypothetical protein	-
NC_000911.1	CDS	3291097	3291966	SGL_RS17100	slr1429	hypothetical protein	+
NC_000911.1	tRNA	3292004	3292089	SGL_RS17105	ST6803t39	tRNA-Leu	-
NC_000911.1	CDS	3292177	3292884	SGL_RS17110	sll1333	hypothetical protein	-
NC_000911.1	CDS	3293078	3294505	SGL_RS17115	slr1431	DUF3370 domain-containing protein	+
NC_000911.1	CDS	3294498	3295250	SGL_RS17120	sll1330	DNA-binding response regulator	-
NC_000911.1	CDS	3295580	3296386	SGL_RS17125	sll1329	inositol monophosphatase	-
NC_000911.1	CDS	3296462	3297247	SGL_RS17130	slr1451	hypothetical protein	+
NC_000911.1	CDS	3297312	3298097	SGL_RS17135	sll1367	Crp/Fnr family transcriptional regulator	-
NC_000911.1	CDS	3298326	3299384	SGL_RS17140	slr1452	sulfate ABC transporter substrate-binding	+
NC_000911.1	CDS	3299421	3299714	SGL_RS17145	ssr2439	hypothetical protein	+
NC_000911.1	CDS	3299716	3300576	SGL_RS17150	slr1453	sulfate ABC transporter permease	+
NC_000911.1	CDS	3300563	3301393	SGL_RS17155	slr1454	sulfate ABC transporter permease	+
NC_000911.1	CDS	3301555	3302622	SGL_RS17160	slr1455	sulfate/thiosulfate import ATP-binding protein	+
NC_000911.1	CDS	3302812	3303339	SGL_RS17165	slr1456	prepilin-type N-terminal cleavage/methylation	+
NC_000911.1	CDS	3303481	3304680	SGL_RS17170	slr1457	chromate transporter	+
NC_000911.1	CDS	3304872	3305381	SGL_RS17175	slr1459	allophycocyanin subunit beta-18	+
NC_000911.1	CDS	3305654	3308773	SGL_RS17180	sll1366	ATP-dependent helicase	-
NC_000911.1	CDS	3308878	3309474	SGL_RS17185	slr1461	rhomboid family intramembrane serine protease	+
NC_000911.1	CDS	3309530	3311431	SGL_RS17190	sll1365	HAMP domain-containing protein	-
NC_000911.1	CDS	3311660	3313345	SGL_RS17195	slr1462	DUF697 domain-containing protein	+
NC_000911.1	CDS	3313667	3315754	SGL_RS17200	slr1463	elongation factor G	+
NC_000911.1	CDS	3315938	3316735	SGL_RS17205	slr1464	radical SAM protein	+
NC_000911.1	tmRNA	3316759	3317157	SGL_RS18440	SGL_RS18440	transfer-messenger RNA	-
NC_000911.1	CDS	3317363	3317593	SGL_RS17210	ssl2667	NifU family protein	-
NC_000911.1	CDS	3317701	3318747	SGL_RS17215	sll1363	ketol-acid reductoisomerase	-
NC_000911.1	CDS	3318829	3319212	SGL_RS17220	slr0651	DUF4346 domain-containing protein	+
NC_000911.1	CDS	3319281	3320051	SGL_RS17225	slr0652	1-(5-phosphoribosyl)-5-((5-	+
NC_000911.1	CDS	3320075	3321736	SGL_RS17230	sll0631	L-aspartate oxidase	-
NC_000911.1	CDS	3321844	3322281	SGL_RS17235	sll0630	hypothetical protein	-
NC_000911.1	CDS	3322377	3322649	SGL_RS17240	sll0629	photosystem I reaction center subunit PsaK 2	-
NC_000911.1	CDS	3323275	3324552	SGL_RS17245	slr0653	RNA polymerase sigma factor SigA	+
NC_000911.1	rRNA	3325055	3326546	SGL_RS17250	ST6803r04	16S ribosomal RNA	+
NC_000911.1	tRNA	3326684	3326760	SGL_RS17255	ST6803t40	tRNA-Ile	+
NC_000911.1	rRNA	3327006	3329890	SGL_RS17260	ST6803r05	23S ribosomal RNA	+
NC_000911.1	rRNA	3329963	3330080	SGL_RS17265	ST6803r06	5S ribosomal RNA	+
NC_000911.1	CDS	3330281	3331042	SGL_RS17270	slr0654	hypothetical protein	+
NC_000911.1	CDS	3331045	3331587	SGL_RS17275	slr0655	DUF427 domain-containing protein	+
NC_000911.1	CDS	3331625	3332821	SGL_RS17280	slr0656	GNAT family N-acetyltransferase	+
NC_000911.1	tRNA	3333014	3333097	SGL_RS17285	ST6803t41	tRNA-Leu	-
NC_000911.1	CDS	3333244	3335046	SGL_RS17290	slr0657	aspartate kinase	+
NC_000911.1	CDS	3335247	3336242	SGL_RS17295	slr0658	TIR domain-containing protein	+
NC_000911.1	CDS	3336464	3338548	SGL_RS17300	slr0659	peptidase M3	+
NC_000911.1	CDS	3338682	3339485	SGL_RS17305	slr0661	pyrroline-5-carboxylate reductase	+
NC_000911.1	CDS	3339500	3340969	SGL_RS17310	sll0626	alkaline invertase	-
NC_000911.1	CDS	3341166	3341843	SGL_RS17315	sll0625	class I SAM-dependent methyltransferase	-
NC_000911.1	CDS	3341880	3342128	SGL_RS17320	SGL_RS17320	hypothetical protein	-
NC_000911.1	CDS	3342125	3342514	SGL_RS17325	sll0624	PIN domain-containing protein	-
NC_000911.1	CDS	3342857	3344944	SGL_RS17330	slr0662	arginine decarboxylase	+
NC_000911.1	CDS	3345027	3345815	SGL_RS17335	sll0623	hypothetical protein	-
NC_000911.1	CDS	3345861	3346817	SGL_RS17340	sll0622	quinolinate synthase	-
NC_000911.1	CDS	3346910	3347656	SGL_RS17345	sll0621	cytochrome c biogenesis protein CcdA	-
NC_000911.1	CDS	3347941	3348201	SGL_RS17350	ssr1114	hypothetical protein	+
NC_000911.1	CDS	3348191	3348553	SGL_RS17355	slr0664	type II toxin-antitoxin system RelE/ParE family	+
NC_000911.1	CDS	3348690	3351296	SGL_RS17360	slr0665	aconitate hydratase B	+
NC_000911.1	CDS	3351526	3352353	SGL_RS17365	slr0666	hypothetical protein	+
NC_000911.1	CDS	3352682	3353203	SGL_RS17370	slr0667	hypothetical protein	+
NC_000911.1	CDS	3353196	3353732	SGL_RS17375	slr0668	hypothetical protein	+
NC_000911.1	CDS	3353874	3354032	SGL_RS19125	SGL_RS19125	hypothetical protein	+
NC_000911.1	CDS	3354192	3358862	SGL_RS17380	sll1499	glutamate synthase	-
NC_000911.1	CDS	3359578	3360579	SGL_RS17385	slr1556	2-hydroxyacid dehydrogenase	+
NC_000911.1	CDS	3360732	3361886	SGL_RS17390	sll1498	carbamoyl-phosphate synthase small chain	-
NC_000911.1	CDS	3362057	3363166	SGL_RS17395	slr1557	helix-turn-helix domain-containing protein	+
NC_000911.1	CDS	3363266	3365797	SGL_RS17400	sll1496	mannose-1-phosphate guanylyltransferase	-
NC_000911.1	CDS	3365944	3367137	SGL_RS17405	sll1495	L-2-hydroxyglutarate oxidase	-
NC_000911.1	tRNA	3367292	3367365	SGL_RS17410	ST6803t42	tRNA-Val	-
NC_000911.1	CDS	3367417	3368289	SGL_RS17415	slr1559	shikimate dehydrogenase	+
NC_000911.1	CDS	3368416	3369621	SGL_RS17420	slr1560	ATP phosphoribosyltransferase regulatory	+
NC_000911.1	CDS	3369699	3370028	SGL_RS17425	slr1562	glutaredoxin	+
NC_000911.1	CDS	3370059	3370946	SGL_RS17430	slr1563	fructosamine kinase family protein	+
NC_000911.1	CDS	3371006	3371248	SGL_RS17435	SGL_RS17435	hypothetical protein	-
NC_000911.1	CDS	3371247	3372023	SGL_RS17440	slr1564	RNA polymerase sigma factor SigF	+
NC_000911.1	CDS	3372152	3372493	SGL_RS17445	slr1565	iron-sulfur cluster assembly accessory protein	+
NC_000911.1	CDS	3372502	3373689	SGL_RS17450	slr1566	glycosyl transferase family 2	+
NC_000911.1	CDS	3373719	3374765	SGL_RS17455	sll1491	hypothetical protein	-
NC_000911.1	CDS	3375291	3377588	SGL_RS17460	slr1567	hypothetical protein	+
NC_000911.1	CDS	3377869	3378279	SGL_RS17465	slr1568	hypothetical protein	+
NC_000911.1	CDS	3378247	3379050	SGL_RS17470	sll1489	nickel pincer cofactor biosynthesis protein	-
NC_000911.1	CDS	3379102	3379767	SGL_RS17475	sll1488	M23 family peptidase	-
NC_000911.1	CDS	3380130	3380789	SGL_RS17480	slr1570	TIGR00266 family protein	+
NC_000911.1	CDS	3380809	3381489	SGL_RS17485	slr1571	TIGR00266 family protein	+
NC_000911.1	CDS	3381543	3382397	SGL_RS17490	slr1572	TIGR00266 family protein	+
NC_000911.1	CDS	3382575	3383369	SGL_RS17495	slr1573	laccase	+
NC_000911.1	CDS	3383577	3383846	SGL_RS17500	ssl2874	DUF370 domain-containing protein	-
NC_000911.1	CDS	3384151	3385590	SGL_RS17505	slr1575	mechanosensitive ion channel protein MscS	+
NC_000911.1	CDS	3385642	3385962	SGL_RS17510	slr1576	hypothetical protein	+
NC_000911.1	CDS	3386005	3386493	SGL_RS17515	slr1577	SMC-Scp complex subunit ScpB	+
NC_000911.1	CDS	3386777	3388465	SGL_RS17520	slr1579	DUF3352 domain-containing protein	+
NC_000911.1	CDS	3388437	3388697	SGL_RS17525	SGL_RS17525	hypothetical protein	-
NC_000911.1	CDS	3388694	3389491	SGL_RS17530	sll1486	DUF2231 domain-containing protein	-
NC_000911.1	CDS	3389395	3389883	SGL_RS17535	sll1485	DUF2231 domain-containing protein	-
NC_000911.1	CDS	3390028	3391602	SGL_RS17540	sll1484	NAD(P)/FAD-dependent oxidoreductase	-
NC_000911.1	CDS	3391645	3392187	SGL_RS17545	sll1483	fasciclin domain-containing protein	-
NC_000911.1	CDS	3392302	3393453	SGL_RS17550	sll1482	ABC transporter permease	-
NC_000911.1	CDS	3393495	3394850	SGL_RS17555	sll1481	ABC transporter	-
NC_000911.1	CDS	3394954	3395718	SGL_RS17560	sll1479	6-phosphogluconolactonase	-
NC_000911.1	CDS	3395763	3398261	SGL_RS17565	sll1477	CPBP family intramembrane metalloprotease	-
NC_000911.1	CDS	3398409	3398717	SGL_RS17570	sll1476	hypothetical protein	-
NC_000911.1	CDS	3398899	3399261	SGL_RS17575	slr1583	DUF1815 domain-containing protein	+
NC_000911.1	pseudoCDS	3399457	3400354	SGL_RS17580	sll1475	histidine kinase	-
NC_000911.1	CDS	3400402	3401418	SGL_RS17585	sll1474	IS4 family transposase IS4Sa	-
NC_000911.1	CDS	3401456	3402901	SGL_RS17590	sll1473	PAS domain S-box protein	-
NC_000911.1	CDS	3402929	3403372	SGL_RS17595	sll1472	hypothetical protein	-
NC_000911.1	CDS	3403557	3404306	SGL_RS17600	sll1471	phycobilisome rod-core linker polypeptide CpcG	-
NC_000911.1	CDS	3404545	3405249	SGL_RS17605	slr1584	DNA-binding response regulator	+
NC_000911.1	pseudoCDS	3405462	3406311	SGL_RS19130	SGL_RS19130	IS630 family transposase	+
NC_000911.1	CDS	3406416	3407822	SGL_RS17620	sll1470	3-isopropylmalate dehydratase large subunit	-
NC_000911.1	CDS	3408051	3409316	SGL_RS17625	slr1588	diguanylate phosphodiesterase	+
NC_000911.1	CDS	3409355	3410623	SGL_RS17630	slr0746	glucosylglycerol-phosphate phosphatase	+
NC_000911.1	CDS	3410761	3411852	SGL_RS17635	slr0747	ABC transporter ATP-binding protein	+
NC_000911.1	CDS	3411849	3413075	SGL_RS17640	sll0736	hypothetical protein	-
NC_000911.1	CDS	3413078	3414667	SGL_RS17645	sll0735	DUF1957 domain-containing protein	-
NC_000911.1	CDS	3414833	3415525	SGL_RS17650	slr0748	hypothetical protein	+
NC_000911.1	CDS	3416064	3416924	SGL_RS17655	slr0749	ferredoxin:protochlorophyllide reductase	+
NC_000911.1	pseudoCDS	3417013	3417402	SGL_RS19135	SGL_RS19135	hypothetical protein	+
NC_000911.1	CDS	3417442	3418851	SGL_RS17660	slr0750	ferredoxin:protochlorophyllide reductase	+
NC_000911.1	CDS	3418971	3419420	SGL_RS17665	sll0733	DUF4278 domain-containing protein	-
NC_000911.1	CDS	3419545	3420291	SGL_RS17670	slr0751	hypothetical protein	+
NC_000911.1	CDS	3420416	3421714	SGL_RS17675	slr0752	enolase	+
NC_000911.1	CDS	3421907	3422482	SGL_RS17680	sll0732	hypothetical protein	-
NC_000911.1	CDS	3423032	3424381	SGL_RS17685	slr0753	transporter	+
NC_000911.1	CDS	3424394	3424648	SGL_RS17690	ssl1378	hypothetical protein	-
NC_000911.1	CDS	3424667	3425524	SGL_RS17695	sll0729	DNA adenine methylase	-
NC_000911.1	CDS	3425538	3426518	SGL_RS17700	sll0728	acetyl-CoA carboxylase carboxyl transferase	-
NC_000911.1	CDS	3426774	3427001	SGL_RS17705	SGL_RS17705	type II toxin-antitoxin system HicA family	-
NC_000911.1	CDS	3426994	3427203	SGL_RS17710	SGL_RS17710	type II toxin-antitoxin system HicB family	-
NC_000911.1	CDS	3427756	3428013	SGL_RS17715	ssr1256	DUF4327 domain-containing protein	+
NC_000911.1	CDS	3428383	3428940	SGL_RS17720	slr0755	NYN domain-containing protein	+
NC_000911.1	CDS	3428962	3429171	SGL_RS17725	ssr1258	type II toxin-antitoxin system HicB family	+
NC_000911.1	CDS	3429171	3429398	SGL_RS17730	SGL_RS17730	addiction module toxin, HicA family	+
NC_000911.1	CDS	3429461	3431203	SGL_RS17735	sll0727	hypothetical protein	-
NC_000911.1	CDS	3431317	3432972	SGL_RS17740	sll0726	phosphoglucomutase	-
NC_000911.1	CDS	3432991	3433185	SGL_RS17745	SGL_RS17745	hypothetical protein	+
NC_000911.1	CDS	3433362	3434261	SGL_RS17750	slr0756	circadian clock protein KaiA	+
NC_000911.1	CDS	3434388	3434705	SGL_RS17755	slr0757	circadian clock protein KaiB	+
NC_000911.1	CDS	3434876	3436435	SGL_RS17760	slr0758	circadian clock protein KaiC	+
NC_000911.1	CDS	3436529	3441844	SGL_RS17765	sll0723	DUF4114 domain-containing protein	-
NC_000911.1	CDS	3442001	3442240	SGL_RS17770	SGL_RS17770	hypothetical protein	+
NC_000911.1	CDS	3442661	3443311	SGL_RS17775	sll0722	hypothetical protein	-
NC_000911.1	CDS	3443514	3447386	SGL_RS17780	sll0721	leukotoxin; LtA	-
NC_000911.1	CDS	3447715	3448158	SGL_RS17785	sll0720	toxin-activating lysine-acyltransferase	-
NC_000911.1	CDS	3448208	3449110	SGL_RS17790	sll1552	GNAT family N-acetyltransferase	-
NC_000911.1	CDS	3449928	3452129	SGL_RS17795	slr1651	peptidase domain-containing ABC transporter	+
NC_000911.1	CDS	3452461	3453162	SGL_RS17800	slr1652	phytol kinase	+
NC_000911.1	CDS	3453211	3454425	SGL_RS17805	slr1653	amidohydrolase	+
NC_000911.1	CDS	3454422	3456056	SGL_RS17810	sll1550	membrane protein	-
NC_000911.1	CDS	3456238	3456954	SGL_RS17815	sll1549	histidine phosphatase family protein	-
NC_000911.1	CDS	3457459	3457932	SGL_RS17820	slr1655	photosystem I reaction center subunit XI	+
NC_000911.1	CDS	3458023	3458145	SGL_RS17825	smr0004	photosystem I reaction center subunit VIII	+
NC_000911.1	CDS	3458282	3459397	SGL_RS17830	slr1656	undecaprenyldiphospho-muramoylpentapeptide	+
NC_000911.1	CDS	3459781	3460608	SGL_RS17835	slr1657	GGDEF domain-containing protein	+
NC_000911.1	CDS	3460651	3461250	SGL_RS17840	slr1658	hypothetical protein	+
NC_000911.1	CDS	3461313	3461654	SGL_RS17845	slr1659	hypothetical protein	+
NC_000911.1	CDS	3461844	3462422	SGL_RS17850	slr1660	DUF3172 domain-containing protein	+
NC_000911.1	CDS	3462631	3462840	SGL_RS17855	SGL_RS17855	hypothetical protein	+
NC_000911.1	CDS	3462883	3463341	SGL_RS17860	sll1547	Holliday junction resolvase RuvX	-
NC_000911.1	CDS	3463667	3465289	SGL_RS17865	sll1546	Ppx/GppA family phosphatase	-
NC_000911.1	CDS	3465351	3465563	SGL_RS17870	SGL_RS17870	hypothetical protein	-
NC_000911.1	CDS	3465779	3467743	SGL_RS17875	slr1661	ShlB/FhaC/HecB family hemolysin	+
NC_000911.1	CDS	3467881	3468696	SGL_RS17880	sll1545	glutathione S-transferase family protein	-
NC_000911.1	CDS	3468873	3470885	SGL_RS17885	slr1664	hypothetical protein	+
NC_000911.1	CDS	3471003	3471842	SGL_RS17890	slr1665	diaminopimelate epimerase	+
NC_000911.1	CDS	3472053	3473210	SGL_RS17895	slr1666	pleiotropic regulatory protein	+
NC_000911.1	CDS	3473234	3473485	SGL_RS17900	ssr2781	hypothetical protein	+
NC_000911.1	CDS	3473513	3474199	SGL_RS17905	sll1544	DNA-binding response regulator	-
NC_000911.1	CDS	3474468	3474704	SGL_RS17910	SGL_RS17910	hypothetical protein	+
NC_000911.1	pseudoCDS	3474771	3475062	SGL_RS19140	SGL_RS19140	hypothetical protein	+
NC_000911.1	CDS	3475181	3475618	SGL_RS17920	sll1543	PIN domain-containing protein	-
NC_000911.1	CDS	3476059	3476595	SGL_RS17925	slr1667	hypothetical protein	+
NC_000911.1	CDS	3476642	3477484	SGL_RS17930	slr1668	molecular chaperone	+
NC_000911.1	CDS	3477551	3477754	SGL_RS17935	ssr2786	hypothetical protein	+
NC_000911.1	CDS	3477883	3478116	SGL_RS17940	SGL_RS17940	hypothetical protein	+
