Type	Start	End	Locus_tag	Old_locus_tag	Product	Strand
CDS	2796438	2796656	SGL_RS14890	ssl1690	NAD(P)H-quinone oxidoreductase subunit O	-
CDS	2797198	2797425	SGL_RS14895	SGL_RS14895	DUF2811 domain-containing protein	+
CDS	2797422	2798006	SGL_RS14900	slr0922	peptidyl-tRNA hydrolase	+
CDS	2798072	2798410	SGL_RS14905	slr0923	30S ribosomal protein Ycf65	+
CDS	2798613	2799473	SGL_RS14910	slr0924	hypothetical protein	+
CDS	2799650	2801014	SGL_RS14915	slr0559	amino acid ABC transporter substrate-binding	+
CDS	2801140	2803035	SGL_RS14920	sll0556	hypothetical protein	-
tRNA	2803261	2803331	SGL_RS14925	ST6803t35	tRNA-Cys	-
CDS	2803366	2804208	SGL_RS14930	sll0555	type I methionyl aminopeptidase	-
CDS	2804228	2804584	SGL_RS14935	sll0554	ferredoxin:thioredoxin reductase	-
CDS	2804655	2805692	SGL_RS14940	sll0553	alpha/beta hydrolase	-
CDS	2805608	2806114	SGL_RS14945	sll0552	hypothetical protein	-
CDS	2806082	2807059	SGL_RS14950	slr0565	membrane protein	+
CDS	2807211	2808932	SGL_RS14955	sll0550	diflavin flavoprotein A	-
CDS	2809055	2809804	SGL_RS14960	sll0549	PHP domain-containing protein	-
CDS	2810100	2811593	SGL_RS14965	slr0569	DUF2779 domain-containing protein	+
CDS	2811628	2812290	SGL_RS14970	sll0547	hypothetical protein	-
CDS	2812385	2812720	SGL_RS14975	sll0546	stress response translation initiation inhibitor	-
CDS	2812914	2813636	SGL_RS14980	sll0545	PAP2 family protein	-
CDS	2813654	2814655	SGL_RS14985	sll0544	DNA polymerase III subunit delta	-
CDS	2814730	2814924	SGL_RS14990	slr1002	hypothetical protein	-
CDS	2815069	2815509	SGL_RS14995	slr0572	hypothetical protein	+
CDS	2815567	2816013	SGL_RS15000	sll0543	DUF2752 domain-containing protein	-
CDS	2816066	2816320	SGL_RS15005	ssl1046	hypothetical protein	-
CDS	2816517	2816960	SGL_RS15010	slr0573	hypothetical protein	+
CDS	2817226	2817453	SGL_RS15015	ssl1045	CYTH domain-containing protein	-
pseudoCDS	2817415	2817797	SGL_RS19050	SGL_RS19050	hypothetical protein	+
CDS	2817862	2819196	SGL_RS15020	slr0574	cytochrome P450	+
CDS	2819323	2819877	SGL_RS15025	slr0575	thylakoid membrane protein	+
CDS	2819894	2821855	SGL_RS15030	sll0542	acetyl-coenzyme A synthetase	-
CDS	2822101	2822454	SGL_RS15035	slr0579	hypothetical protein	+
CDS	2822579	2823424	SGL_RS15040	sll0541	acyl-CoA desaturase	-
CDS	2823646	2824893	SGL_RS15045	slr0580	hypothetical protein	+
CDS	2825023	2825355	SGL_RS15050	slr0581	hypothetical protein	+
CDS	2825331	2825711	SGL_RS15055	slr0582	hypothetical protein	+
CDS	2825718	2826641	SGL_RS15060	sll0540	porin	-
CDS	2826754	2827947	SGL_RS15065	sll0539	DUF4105 domain-containing protein	-
CDS	2828140	2829072	SGL_RS15070	slr0583	GDP-L-fucose synthase	+
CDS	2829098	2831011	SGL_RS15075	slr0825	S9 family peptidase	+
CDS	2831106	2831303	SGL_RS19055	SGL_RS19055	50S ribosomal protein L33	+
CDS	2831400	2831615	SGL_RS15080	ssr1399	30S ribosomal protein S18	+
CDS	2831881	2833083	SGL_RS15085	slr0827	alanine racemase	+
CDS	2833080	2833262	SGL_RS15090	SGL_RS15090	hypothetical protein	-
CDS	2833378	2835867	SGL_RS15095	slr0829	sensor domain-containing diguanylate cyclase	+
CDS	2835816	2837510	SGL_RS15100	sll0834	SulP family inorganic anion transporter	-
CDS	2837795	2838910	SGL_RS15105	sll0833	ABC transporter permease	-
CDS	2838924	2839379	SGL_RS15110	sll0832	Holliday junction resolvase RuvX	-
CDS	2839689	2839904	SGL_RS15115	ssr1407	hypothetical protein	+
CDS	2839957	2842575	SGL_RS15120	slr0833	intein-containing replicative DNA helicase	+
CDS	2842772	2843683	SGL_RS15125	slr0835	MoxR family ATPase	+
CDS	2843714	2844742	SGL_RS15130	slr0836	dTDP-glucose 4,6-dehydratase	+
CDS	2844809	2845072	SGL_RS15135	ssl1552	hypothetical protein	-
CDS	2845180	2847189	SGL_RS15140	sll0830	elongation factor G	-
CDS	2847323	2848348	SGL_RS15145	slr0838	phosphoribosylformylglycinamidine cyclo-ligase	+
CDS	2848345	2848983	SGL_RS15150	sll0829	SAM-dependent methyltransferase	-
CDS	2849096	2850259	SGL_RS15155	slr0839	ferrochelatase	+
CDS	2850331	2851737	SGL_RS15160	sll0828	amidase	-
CDS	2851854	2853344	SGL_RS15165	sll0827	hypothetical protein	-
CDS	2853611	2854486	SGL_RS15170	slr0841	META domain-containing protein	+
CDS	2854916	2856130	SGL_RS15175	slr0842	diguanylate phosphodiesterase	+
CDS	2856160	2857410	SGL_RS15180	sll0825	CCA tRNA nucleotidyltransferase	-
CDS	2857507	2857755	SGL_RS15185	ssr1425	hypothetical protein	+
CDS	2857874	2859919	SGL_RS15190	slr0844	NAD(P)H-quinone oxidoreductase chain 5	+
CDS	2860071	2860289	SGL_RS15195	ssl1533	hypothetical protein	-
CDS	2860500	2861072	SGL_RS15200	slr0845	hypothetical protein	+
CDS	2861101	2861838	SGL_RS15205	sll0823	succinate dehydrogenase iron-sulfur subunit	-
CDS	2862005	2862394	SGL_RS15210	sll0822	hypothetical protein	-
CDS	2862558	2863031	SGL_RS15215	slr0846	transcriptional regulator	+
CDS	2863093	2866923	SGL_RS15220	sll0821	phytochrome-like protein cph2	-
CDS	2867372	2867851	SGL_RS15225	slr0847	phosphopantetheine adenylyltransferase	+
CDS	2867917	2868750	SGL_RS15230	slr0848	hypothetical protein	+
CDS	2868767	2869561	SGL_RS15235	slr0072	ribosomal RNA small subunit methyltransferase G	+
CDS	2869752	2870699	SGL_RS15240	slr0073	sensory histidine kinase	+
CDS	2870696	2871418	SGL_RS15245	sll0088	iron-sulfur cluster biosynthesis transcriptional	-
CDS	2871674	2873116	SGL_RS15250	slr0074	Fe-S cluster assembly protein SufB	+
CDS	2873258	2874028	SGL_RS15255	slr0075	ABC transporter ATP-binding protein	+
CDS	2874164	2875525	SGL_RS15260	slr0076	Fe-S cluster assembly protein SufD	+
CDS	2875593	2876855	SGL_RS15265	slr0077	cysteine desulfurase	+
CDS	2876845	2878035	SGL_RS15270	sll0086	arsenic-transporting ATPase	-
CDS	2878078	2879289	SGL_RS15275	sll0085	hypothetical protein	-
CDS	2879286	2879873	SGL_RS15280	sll0084	HAD family hydrolase	-
CDS	2879965	2880549	SGL_RS15285	sll0083	phosphoheptose isomerase	-
CDS	2880766	2881155	SGL_RS15290	slr0078	6-carboxytetrahydropterin synthase QueD	+
CDS	2881378	2883819	SGL_RS15295	slr0079	type II/IV secretion system protein	+
CDS	2883920	2884276	SGL_RS15300	sll0082	hypothetical protein	-
CDS	2884357	2884839	SGL_RS15305	slr0080	ribonuclease HI	+
CDS	2885022	2885810	SGL_RS15310	slr0081	DNA-binding response regulator	+
CDS	2886182	2887513	SGL_RS15315	slr0082	30S ribosomal protein S12 methylthiotransferase	+
CDS	2887644	2889122	SGL_RS15320	slr0083	RNA helicase	+
CDS	2889265	2890320	SGL_RS15325	sll0080	N-acetyl-gamma-glutamyl-phosphate reductase	-
CDS	2890566	2891198	SGL_RS15330	slr0084	imidazole glycerol phosphate synthase subunit	+
CDS	2891201	2893012	SGL_RS15335	sll0078	threonine--tRNA ligase	-
CDS	2893184	2894779	SGL_RS15340	slr0086	molecular chaperone DnaK	+
CDS	2894946	2896574	SGL_RS15345	slr0088	NAD(P)/FAD-dependent oxidoreductase	+
CDS	2896726	2897610	SGL_RS15350	slr0089	delta(24)-sterol C-methyltransferase	+
CDS	2897634	2898653	SGL_RS15355	slr0090	4-hydroxyphenylpyruvate dioxygenase	+
CDS	2898710	2900080	SGL_RS15360	slr0091	aldehyde dehydrogenase family protein	+
CDS	2900089	2900862	SGL_RS15365	slr0092	hypothetical protein	+
CDS	2900980	2901978	SGL_RS15370	slr0093	molecular chaperone DnaJ	+
CDS	2902007	2902669	SGL_RS15375	slr0095	SAM-dependent methyltransferase	+
CDS	2902831	2904501	SGL_RS15380	slr0096	SulP family inorganic anion transporter	+
CDS	2904531	2905235	SGL_RS15385	slr0498	two pore domain potassium channel family	+
CDS	2905482	2906510	SGL_RS15390	sll0489	ABC transporter ATP-binding protein	-
CDS	2906797	2907429	SGL_RS15395	slr0500	imidazoleglycerol-phosphate dehydratase	+
CDS	2907447	2908058	SGL_RS15400	sll0488	hypothetical protein	-
CDS	2908175	2909383	SGL_RS15405	sll0487	class I SAM-dependent methyltransferase	-
CDS	2909493	2909795	SGL_RS15410	sll0486	circadian clock protein KaiB	-
CDS	2909975	2910874	SGL_RS15415	sll0485	response regulator	-
CDS	2911122	2911859	SGL_RS15420	sll0484	ABC transporter	-
CDS	2911990	2913048	SGL_RS15425	slr0502	cobalamin biosynthesis protein CobW	+
CDS	2913111	2914124	SGL_RS15430	slr0503	Ycf66-like protein	+
CDS	2914134	2914706	SGL_RS15435	slr0505	biopolymer transporter Tol	+
CDS	2914828	2915796	SGL_RS15440	slr0506	protochlorophyllide oxidoreductase	+
CDS	2915853	2917076	SGL_RS15445	sll0482	hypothetical protein	-
CDS	2916997	2917464	SGL_RS15450	sll0481	hypothetical protein	-
CDS	2917536	2918774	SGL_RS15455	sll0480	LL-diaminopimelate aminotransferase	-
CDS	2918957	2919574	SGL_RS15460	slr0509	DedA family protein	+
CDS	2919706	2921223	SGL_RS15465	slr0510	mechanosensitive ion channel protein MscS	+
CDS	2921660	2922439	SGL_RS15470	slr0511	IS5/IS1182 family transposase	+
CDS	2922485	2922769	SGL_RS15475	SGL_RS15475	hypothetical protein	+
CDS	2922907	2923359	SGL_RS15480	sll0479	biopolymer transporter ExbD	-
CDS	2923356	2923799	SGL_RS15485	sll0478	biopolymer transporter ExbD	-
CDS	2923803	2924567	SGL_RS15490	sll0477	biopolymer transporter ExbB	-
CDS	2924779	2925819	SGL_RS15495	slr0513	iron uptake protein A2	+
CDS	2925899	2926786	SGL_RS15500	slr0514	hypothetical protein	+
CDS	2926783	2927283	SGL_RS15505	slr0516	pentapeptide repeat-containing protein	+
CDS	2927280	2929700	SGL_RS15510	sll0474	PAS domain-containing sensor histidine kinase	-
CDS	2929703	2930755	SGL_RS15515	sll0473	hypothetical protein	-
CDS	2930768	2931382	SGL_RS15520	slr0517	GNAT family N-acetyltransferase	+
CDS	2931476	2932009	SGL_RS19060	SGL_RS19060	arabinofuranosidase	+
CDS	2932238	2932513	SGL_RS15525	slr0519	phosphoribosylformylglycinamidine synthase	+
CDS	2932510	2933184	SGL_RS15530	slr0520	phosphoribosylformylglycinamidine synthase	+
CDS	2933159	2934172	SGL_RS15535	slr0521	hypothetical protein	+
CDS	2934430	2935320	SGL_RS15540	slr0522	hypothetical protein	+
CDS	2935471	2937525	SGL_RS15545	sll0471	FAD-dependent oxidoreductase	-
CDS	2937748	2938308	SGL_RS15550	sll0470	DUF2808 domain-containing protein	-
CDS	2938630	2939622	SGL_RS15555	sll0469	phosphoribosylpyrophosphate synthetase	-
CDS	2939802	2940515	SGL_RS15560	slr0523	ATP-dependent dethiobiotin synthetase BioD	+
CDS	2940566	2941666	SGL_RS15565	sll0467	tRNA preQ1(34) S-adenosylmethionine	-
CDS	2941756	2942883	SGL_RS15570	sll0597	AI-2E family transporter	-
CDS	2943000	2943734	SGL_RS15575	sll0596	amidase	-
CDS	2943770	2944201	SGL_RS15580	sll0595	hypothetical protein	-
CDS	2944272	2944889	SGL_RS15585	sll0594	regulatory protein CysR	-
CDS	2945070	2946137	SGL_RS15590	sll0593	glucokinase	-
CDS	2946344	2948086	SGL_RS15595	slr0615	ABC transporter ATP-binding protein	+
CDS	2948563	2949819	SGL_RS15600	slr0616	MFS transporter	+
CDS	2950107	2950343	SGL_RS15605	ssr1038	hypothetical protein	+
CDS	2951099	2952454	SGL_RS15610	slr0617	hypothetical protein	+
CDS	2952561	2954255	SGL_RS15615	sll0590	mechanosensitive ion channel family protein	-
CDS	2954593	2956089	SGL_RS15620	slr0618	cobyric acid synthase CobQ	+
CDS	2956107	2957153	SGL_RS15625	slr0619	hypothetical protein	+
CDS	2957125	2957364	SGL_RS15630	ssr1041	(2Fe-2S)-binding protein	+
CDS	2957479	2957940	SGL_RS15635	sll0588	hypothetical protein	-
CDS	2958036	2959487	SGL_RS15640	sll0587	Pyruvate kinase 1	-
CDS	2959530	2960756	SGL_RS15645	sll0586	NAD(P)/FAD-dependent oxidoreductase	-
CDS	2961120	2961443	SGL_RS15650	slr0623	thiol reductase thioredoxin	+
CDS	2961619	2962647	SGL_RS15655	sll0585	asparaginase	-
CDS	2962706	2963227	SGL_RS15660	sll0584	DUF1230 domain-containing protein	-
CDS	2963397	2964512	SGL_RS15665	slr0624	UDP-N-acetylglucosamine 2-epimerase	+
CDS	2964570	2966033	SGL_RS15670	slr0625	sodium:glutamate symporter	+
CDS	2966154	2966537	SGL_RS15675	sll0109	chorismate mutase	-
CDS	2966735	2967931	SGL_RS15680	slr0626	glycosyl transferase	+
CDS	2968175	2969188	SGL_RS15685	slr0099	IS701 family transposase	+
CDS	2969264	2969503	SGL_RS15690	SGL_RS15690	hypothetical protein	-
CDS	2969677	2971200	SGL_RS15695	sll0108	ammonium transporter	-
CDS	2971475	2972095	SGL_RS15700	sll0107	ketohydroxyglutarate aldolase	-
CDS	2972215	2973222	SGL_RS15705	slr0103	hypothetical protein	+
CDS	2973268	2975703	SGL_RS15710	slr0104	HDIG domain-containing protein	+
CDS	2975741	2977003	SGL_RS15715	sll0103	VWA domain-containing protein	-
CDS	2977086	2978162	SGL_RS15720	sll0102	hypothetical protein	-
CDS	2978508	2979896	SGL_RS15725	slr0105	ATPase	+
CDS	2979896	2980600	SGL_RS15730	slr0106	hypothetical protein	+
CDS	2980659	2980967	SGL_RS15735	sll0101	hypothetical protein	-
CDS	2981009	2982190	SGL_RS15740	sll0100	hydrolase	-
CDS	2982289	2983566	SGL_RS15745	sll0099	bifunctional cobalt-precorrin-7	-
CDS	2983695	2984747	SGL_RS15750	sll0098	23S rRNA (adenine(2503)-C(2))-methyltransferase	-
tRNA	2984874	2984945	SGL_RS15755	ST6803t36	tRNA-Gly	+
CDS	2984985	2986241	SGL_RS15760	slr0108	AsnC family protein	+
CDS	2986238	2987194	SGL_RS15765	slr0109	mechanosensitive ion channel family protein	+
CDS	2987263	2988609	SGL_RS15770	sll0096	hypothetical protein	-
CDS	2988807	2990510	SGL_RS15775	sll0095	hypothetical protein	-
CDS	2990525	2991898	SGL_RS15780	sll0094	sensor histidine kinase	-
CDS	2992055	2992690	SGL_RS15785	slr0110	ParA family protein	+
CDS	2992802	2993323	SGL_RS15790	slr0111	hypothetical protein	+
CDS	2993505	2994062	SGL_RS15795	slr0112	hypothetical protein	+
CDS	2994185	2995717	SGL_RS15800	slr0114	hypothetical protein	+
CDS	2995908	2996633	SGL_RS15805	slr0115	DNA-binding response regulator	+
CDS	2996695	2997441	SGL_RS15810	slr0116	phycocyanobilin:ferredoxin oxidoreductase	+
pseudoCDS	2997811	2998844	SGL_RS19065	SGL_RS19065	hypothetical protein	-
CDS	2999181	3000560	SGL_RS15825	slr0118	phosphomethylpyrimidine synthase	+
CDS	3000786	3001742	SGL_RS15830	slr0119	YihY/virulence factor BrkB family protein	+
CDS	3002066	3002797	SGL_RS15835	slr0120	RNA methyltransferase	+
CDS	3002966	3004453	SGL_RS15840	slr0121	class A beta-lactamase	+
CDS	3004454	3006640	SGL_RS15845	sll0290	polyphosphate kinase	-
CDS	3006809	3007003	SGL_RS15850	SGL_RS15850	hypothetical protein	+
CDS	3007049	3007228	SGL_RS15855	SGL_RS15855	hypothetical protein	-
CDS	3007280	3007573	SGL_RS15860	ssl0546	cell division topological specificity factor	-
CDS	3007631	3008431	SGL_RS15865	sll0289	septum site-determining protein MinD	-
CDS	3008508	3009251	SGL_RS15870	sll0288	septum site-determining protein MinC	-
CDS	3009463	3010095	SGL_RS15875	slr0298	heterocyst to vegetative cell connection	+
CDS	3010157	3010864	SGL_RS15880	slr0299	hypothetical protein	+
CDS	3010840	3011424	SGL_RS15885	slr0300	Uma2 family endonuclease	+
CDS	3011672	3014128	SGL_RS15890	slr0301	phosphoenolpyruvate synthase	+
CDS	3014390	3016696	SGL_RS15895	slr0302	diguanylate cyclase	+
CDS	3017183	3018151	SGL_RS15900	slr0303	SAM-dependent methyltransferase	+
CDS	3018204	3019214	SGL_RS15905	slr0304	DUF3641 domain-containing protein	+
CDS	3019261	3019890	SGL_RS15910	slr0305	TVP38/TMEM64 family membrane protein	+
CDS	3020301	3021821	SGL_RS15915	slr0306	multifunctional 2',3'-cyclic-nucleotide	+
CDS	3021893	3022408	SGL_RS15920	sll0286	N-acetyltransferase	-
CDS	3022532	3024271	SGL_RS15925	sll0284	ATP-binding protein	-
CDS	3024508	3025746	SGL_RS15930	sll0283	hypothetical protein	-
CDS	3026236	3027657	SGL_RS15935	slr0309	B12-binding domain-containing radical SAM	+
CDS	3027927	3028103	SGL_RS19070	SGL_RS19070	hypothetical protein	-
CDS	3028501	3029481	SGL_RS15945	sll0282	hypothetical protein	-
CDS	3029483	3030655	SGL_RS15950	sll0281	DUF1822 domain-containing protein	-
CDS	3030725	3031828	SGL_RS15955	sll0280	hypothetical protein	-
CDS	3032496	3034775	SGL_RS15960	slr0311	sensor histidine kinase	+
CDS	3034783	3035412	SGL_RS15965	slr0312	DNA-binding response regulator	+
CDS	3035634	3036191	SGL_RS15970	slr0313	hypothetical protein	+
CDS	3036234	3037064	SGL_RS15975	slr0314	bromoperoxidase	+
CDS	3037310	3038044	SGL_RS15980	slr0315	NAD(P)-dependent oxidoreductase	+
CDS	3038375	3039166	SGL_RS15985	slr0316	CPBP family intramembrane metalloprotease	+
CDS	3039310	3039597	SGL_RS15990	SGL_RS15990	hypothetical protein	+
CDS	3039858	3040721	SGL_RS15995	slr0317	NAD(P)-dependent oxidoreductase	+
CDS	3040764	3040955	SGL_RS19075	SGL_RS19075	hypothetical protein	+
CDS	3041014	3041415	SGL_RS16000	slr0318	endoribonuclease L-PSP	+
CDS	3041494	3042408	SGL_RS16005	slr0319	class D beta-lactamase	+
CDS	3042487	3042684	SGL_RS16010	ssl0511	hypothetical protein	-
CDS	3042789	3043613	SGL_RS16015	slr0786	methionine aminopeptidase	+
pseudoCDS	3043627	3043926	SGL_RS19080	SGL_RS19080	hypothetical protein	-
CDS	3044055	3044438	SGL_RS16020	SGL_RS16020	PIN domain-containing protein	-
CDS	3044419	3044655	SGL_RS16025	SGL_RS16025	prevent-host-death family protein	-
CDS	3044833	3045852	SGL_RS16030	slr0787	NUDIX hydrolase	+
CDS	3045877	3047265	SGL_RS16035	slr0788	nicotinate phosphoribosyltransferase	+
CDS	3047714	3048271	SGL_RS16040	slr0789	HPP family protein	+
CDS	3048285	3048635	SGL_RS16045	slr0790	UmuC protein	+
CDS	3048902	3050266	SGL_RS16050	sll0798	two-component sensor histidine kinase	-
CDS	3050263	3050967	SGL_RS16055	sll0797	DNA-binding response regulator	-
CDS	3051086	3051733	SGL_RS16060	slr0793	hypothetical protein	+
CDS	3051772	3054936	SGL_RS16065	slr0794	CusA/CzcA family heavy metal efflux RND	+
CDS	3054872	3055699	SGL_RS16070	slr0795	hypothetical protein	+
CDS	3055814	3057151	SGL_RS16075	slr0796	MFS transporter	+
CDS	3057217	3058329	SGL_RS16080	sll0794	MerR family transcriptional regulator	-
CDS	3058411	3060339	SGL_RS16085	slr0797	heavy metal translocating P-type ATPase	+
CDS	3060469	3060795	SGL_RS16090	sll0793	YnfA family protein	-
CDS	3060807	3061205	SGL_RS16095	sll0792	transcriptional regulator	-
CDS	3061357	3063522	SGL_RS16100	slr0798	heavy metal translocating P-type ATPase	+
CDS	3063549	3064925	SGL_RS16105	sll0790	two-component sensor histidine kinase	-
CDS	3064912	3065610	SGL_RS16110	sll0789	DNA-binding response regulator	-
CDS	3065617	3066207	SGL_RS16115	sll0788	DUF305 domain-containing protein	-
pseudoCDS	3066396	3067177	SGL_RS19085	SGL_RS19085	IS5/IS1182 family transposase	+
CDS	3067172	3067345	SGL_RS19090	SGL_RS19090	hypothetical protein	-
CDS	3067358	3067648	SGL_RS16130	ssl1464	hypothetical protein	-
CDS	3067652	3068620	SGL_RS16135	sll0787	sll0787 family AIR synthase-like protein	-
CDS	3068630	3069208	SGL_RS16140	sll0786	acetyltransferase	-
CDS	3069162	3070250	SGL_RS16145	sll0785	MSMEG_0568 family radical SAM protein	-
CDS	3070281	3071306	SGL_RS16150	sll0784	Nit6803 family nitriliase	-
CDS	3071459	3071941	SGL_RS16155	sll0783	hypothetical protein	-
CDS	3072406	3073656	SGL_RS16160	slr0801	MSMEG_0569 family flavin-dependent	+
CDS	3073629	3074738	SGL_RS16165	sll0782	protein kinase	-
CDS	3075110	3075577	SGL_RS16170	sll0781	DUF1348 domain-containing protein	-
CDS	3075546	3075848	SGL_RS19095	SGL_RS19095	hypothetical protein	-
CDS	3075896	3078550	SGL_RS16175	sll0779	diguanylate cyclase	-
CDS	3078838	3081210	SGL_RS16180	sll0778	maltooligosyl trehalose synthase	-
CDS	3081264	3082181	SGL_RS16185	sll0777	D-alanyl-D-alanine carboxypeptidase	-
CDS	3082151	3083668	SGL_RS16190	sll0776	serine/threonine protein kinase	-
CDS	3083746	3084123	SGL_RS16195	sll0775	DUF4189 domain-containing protein	-
CDS	3084421	3084585	SGL_RS18430	SGL_RS18430	YqaE/Pmp3 family membrane protein	+
CDS	3084677	3088435	SGL_RS16205	slr0697	5-oxoprolinase	+
CDS	3088419	3088883	SGL_RS16210	slr0698	CYTH domain-containing protein	+
CDS	3089093	3089515	SGL_RS16215	slr0699	hypothetical protein	+
CDS	3089656	3091014	SGL_RS16220	slr0700	amino acid permease	+
CDS	3091244	3091657	SGL_RS16225	slr0701	heavy metal-responsive transcriptional	+
CDS	3091764	3093017	SGL_RS16230	slr0702	hypothetical protein	+
CDS	3093408	3093845	SGL_RS16235	sll0678	hypothetical protein	-
CDS	3093908	3094693	SGL_RS16240	sll0677	IS5/IS1182 family transposase IS5Sb	-
CDS	3094773	3094970	SGL_RS19100	SGL_RS19100	transposase	-
CDS	3095044	3095586	SGL_RS16245	sll0676	hypothetical protein	-
CDS	3096048	3096332	SGL_RS16250	ssr1175	transposase	+
CDS	3096388	3097173	SGL_RS16255	slr0703	IS5/IS1182 family transposase IS5Sb	+
CDS	3097201	3097281	SGL_RS19105	SGL_RS19105	hypothetical protein	+
CDS	3097436	3098284	SGL_RS19110	SGL_RS19110	IS630 family transposase	+
CDS	3098272	3098718	SGL_RS16265	ssr1176	IS630 family transposase	+
CDS	3098729	3101566	SGL_RS16270	sll0672	magnesium-transporting ATPase	-
CDS	3101820	3102962	SGL_RS16275	sll0671	magnesium and cobalt transport protein CorA	-
CDS	3103070	3103579	SGL_RS16280	sll0670	L,D-transpeptidase	-
CDS	3103784	3104104	SGL_RS16285	sll0669	hypothetical protein	-
CDS	3104142	3107102	SGL_RS16290	slr0707	DNA polymerase I	+
CDS	3107285	3108493	SGL_RS16295	slr0708	hypothetical protein	+
pseudoCDS	3108819	3109761	SGL_RS16305	sll0667	IS701 family transposase	-
pseudoCDS	3109733	3110560	SGL_RS19115	SGL_RS19115	IS5/IS1182 family transposase	-
CDS	3110910	3111830	SGL_RS16320	sll0664	hypothetical protein	-
CDS	3111996	3112388	SGL_RS16325	slr0709	RidA family protein	+
CDS	3112517	3113803	SGL_RS16330	slr0710	NADP-specific glutamate dehydrogenase	+
CDS	3113874	3114287	SGL_RS16335	slr0711	NADPH-dependent 7-cyano-7-deazaguanine reductase	+
CDS	3114479	3115447	SGL_RS16340	slr0712	lysylphosphatidylglycerol synthetase family	+
CDS	3115572	3115973	SGL_RS16345	sll0662	ferredoxin	-
CDS	3115973	3116359	SGL_RS16350	sll0661	DUF1257 domain-containing protein	-
CDS	3116440	3116682	SGL_RS16355	ssl1263	DUF2997 domain-containing protein	-
CDS	3117042	3118091	SGL_RS16360	sll0660	4-hydroxythreonine-4-phosphate dehydrogenase	-
CDS	3118192	3118302	SGL_RS16365	smr0003	cytochrome b6-f complex subunit 7	+
CDS	3118391	3119515	SGL_RS16370	slr0713	tRNA-guanine(34) transglycosylase	+
CDS	3119608	3121176	SGL_RS16375	sll0659	hypothetical protein	-
CDS	3121193	3121687	SGL_RS16380	sll0658	DUF3368 domain-containing protein	-
CDS	3121684	3121953	SGL_RS16385	ssl1255	hypothetical protein	-
CDS	3121972	3123069	SGL_RS16390	sll0657	phospho-N-acetylmuramoyl-pentapeptide-	-
CDS	3123182	3125035	SGL_RS16395	slr0765	mechanosensitive ion channel family protein	+
CDS	3125045	3126199	SGL_RS16400	sll0745	ATP-dependent 6-phosphofructokinase	-
CDS	3126311	3127342	SGL_RS16405	sll0744	diguanylate cyclase	-
CDS	3127364	3127846	SGL_RS16410	sll0743	DUF29 domain-containing protein	-
CDS	3127864	3128313	SGL_RS16415	sll0742	DUF29 domain-containing protein	-
CDS	3128387	3131986	SGL_RS16420	sll0741	pyruvate-flavodoxin oxidoreductase	-
CDS	3132577	3133284	SGL_RS16425	sll0740	Uma2 family endonuclease	-
CDS	3133291	3135138	SGL_RS16430	sll0739	molybdate ABC transporter permease subunit	-
CDS	3135185	3135997	SGL_RS16435	sll0738	molybdate ABC transporter substrate-binding	-
CDS	3136019	3138604	SGL_RS16440	sll0737	hypothetical protein	-
CDS	3138917	3139855	SGL_RS16445	sll0048	hypothetical protein	-
CDS	3140045	3140164	SGL_RS19120	SGL_RS19120	photosystem II reaction center protein Ycf12	-
CDS	3140307	3140678	SGL_RS16455	slr0022	YkgJ family cysteine cluster protein	+
CDS	3140713	3142875	SGL_RS16460	sll0045	sucrose-phosphate synthase	-
CDS	3142957	3143571	SGL_RS16465	slr0023	hypothetical protein	+
CDS	3143696	3144181	SGL_RS16470	sll0044	hypothetical protein	-
CDS	3144213	3148421	SGL_RS16475	sll0043	hybrid sensor histidine kinase/response	-
CDS	3148438	3148929	SGL_RS16480	sll0042	chemotaxis protein	-
CDS	3148975	3151977	SGL_RS16485	sll0041	chemotaxis protein	-
CDS	3152239	3152787	SGL_RS16490	sll0040	chemotaxis protein CheW	-
CDS	3152955	3153314	SGL_RS16495	sll0039	response regulator	-
CDS	3153452	3154660	SGL_RS16500	sll0038	response regulator	-
CDS	3154910	3156664	SGL_RS16505	slr0031	peptidase M61	+
CDS	3156760	3157677	SGL_RS16510	slr0032	branched chain amino acid aminotransferase	+
CDS	3157734	3158048	SGL_RS16515	slr0033	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase	+
CDS	3158106	3159116	SGL_RS16520	sll0037	sirohydrochlorin cobaltochelatase	-
CDS	3159350	3160651	SGL_RS16525	sll0036	methylglyoxal synthase	-
CDS	3160717	3161886	SGL_RS16530	slr0036	pyridoxal phosphate-dependent aminotransferase	+
CDS	3161899	3162675	SGL_RS16535	sll0034	D-alanyl-D-alanine carboxypeptidase	-
CDS	3162738	3164243	SGL_RS16540	sll0033	carotene isomerase	-
CDS	3164404	3165591	SGL_RS16545	sll0031	4Fe-4S ferredoxin	-
CDS	3166050	3166448	SGL_RS16550	slr0038	hypothetical protein	+
CDS	3166607	3167680	SGL_RS16555	slr0039	hypothetical protein	+
CDS	3167887	3168801	SGL_RS16560	sll0030	HTH-type transcriptional activator CmpR	-
CDS	3169054	3170412	SGL_RS16565	slr0040	bicarbonate-binding protein CmpA	+
CDS	3170475	3171317	SGL_RS16570	slr0041	bicarbonate ABC transporter permease	+
CDS	3171428	3173158	SGL_RS16575	slr0042	hypothetical protein	+
